avg_conn,avg_centr,label
2.1142857142857143,0.16389101094983446,1
1.875,0.04107142857142857,1
2.0952380952380953,0.24110275689223054,1
2.129032258064516,0.20719317760474598,1
2.0923076923076924,0.1312042124542124,1
2.0,0.12672853462327144,1
2.1538461538461537,0.18997668997668998,1
2.066666666666667,0.23538587848932674,1
2.111111111111111,0.17524509803921567,1
2.111111111111111,0.18627450980392152,1
2.1176470588235294,0.13502673796791442,1
2.202247191011236,0.10599016120131971,1
2.2083333333333335,0.14182469935245146,1
2.2439024390243905,0.12104440275171978,1
2.088235294117647,0.13176098119030513,1
2.235294117647059,0.130069073083779,1
2.235294117647059,0.130069073083779,1
2.2285714285714286,0.12330022918258213,1
2.0,0.12515090543259552,1
2.0,0.1262519561815337,1
2.0,0.12750016078204388,1
2.0,0.12887716483606898,1
2.0,0.18095238095238095,1
2.193548387096774,0.10919266701921382,1
1.8333333333333333,0.24999999999999997,1
2.2222222222222223,0.17728758169934636,1
1.5,0.3333333333333333,1
1.8333333333333333,0.25606060606060604,1
2.1481481481481484,0.14393162393162393,1
2.0869565217391304,0.18294748729531343,1
2.1052631578947367,0.20227038183694532,1
2.0615384615384613,0.15235042735042734,1
2.050632911392405,0.15683472645497967,1
2.0,0.2400932400932401,1
2.127659574468085,0.15021071024771304,1
2.0307692307692307,0.1599053724053724,1
2.1,0.14200404858299592,1
2.1666666666666665,0.141798418972332,1
1.6,0.26666666666666666,1
2.0,0.08496732026143791,1
2.125,0.16666666666666669,1
2.16,0.17565217391304347,1
2.121212121212121,0.20485092864125123,1
2.1538461538461537,0.16317016317016317,1
2.16,0.17565217391304347,1
2.1176470588235294,0.13296568627450978,1
2.2222222222222223,0.17492877492877493,1
2.1333333333333333,0.17802197802197803,1
2.0615384615384613,0.15236568986568985,1
2.347826086956522,0.1407867494824017,1
2.051282051282051,0.15902542218331694,1
2.2142857142857144,0.14234839234839236,1
2.2857142857142856,0.13032581453634084,1
2.0952380952380953,0.16290726817042608,1
2.1666666666666665,0.16060606060606059,1
2.0727272727272728,0.14071532939457465,1
1.8333333333333333,0.24242424242424243,1
2.0,0.18636363636363637,1
2.066666666666667,0.19663382594417078,1
1.5,0.3333333333333333,1
2.1702127659574466,0.15364374550313498,1
2.0714285714285716,0.13799903799903798,1
1.7777777777777777,0.2857142857142857,1
2.107142857142857,0.12663540163540163,1
1.3333333333333333,0.3333333333333333,1
2.1176470588235294,0.1639928698752228,1
2.0,0.1636363636363636,1
1.8181818181818181,0.22828282828282828,1
2.235294117647059,0.12352941176470586,1
2.142857142857143,0.17205942205942207,1
2.1904761904761907,0.14937343358395988,1
1.8461538461538463,0.19813519813519814,1
1.875,0.24523809523809526,1
2.142857142857143,0.17399267399267399,1
2.0,0.18055555555555555,1
2.1818181818181817,0.17171717171717168,1
2.235294117647059,0.1666666666666667,1
2.2142857142857144,0.12515262515262518,1
2.3333333333333335,0.10500821018062396,1
2.1904761904761907,0.1644110275689223,1
2.1875,0.17345430107526882,1
2.1818181818181817,0.14848484848484847,1
2.1904761904761907,0.15614035087719294,1
2.210526315789474,0.1596147230822153,1
2.235294117647059,0.1553921568627451,1
2.090909090909091,0.18961038961038962,1
2.0,0.22280701754385968,1
2.2083333333333335,0.13831714461917977,1
2.1463414634146343,0.1352720450281426,1
2.142857142857143,0.16758241758241757,1
2.15,0.14021592442645076,1
2.2285714285714286,0.12829131652661063,1
1.935483870967742,0.2734149054505006,1
2.15,0.22446018893387315,1
2.1538461538461537,0.16317016317016317,1
1.875,0.3255952380952381,1
1.8,0.1608187134502924,1
2.1020408163265305,0.13792823830563153,1
2.0,0.19047619047619044,1
2.0952380952380953,0.1619047619047619,1
2.142857142857143,0.17399267399267399,1
2.057142857142857,0.15650623885918002,1
2.0,0.1663003663003663,1
2.0555555555555554,0.16867413632119513,1
2.1379310344827585,0.19987228607918256,1
2.0,0.2738095238095238,1
2.0833333333333335,0.16172595520421604,1
2.0,0.17857142857142855,1
2.0,0.2,1
2.3076923076923075,0.163974358974359,1
2.32,0.16463768115942026,1
1.7142857142857142,0.33333333333333337,1
2.0,0.1787878787878788,1
2.210526315789474,0.15755073959408322,1
2.2857142857142856,0.195970695970696,1
2.2,0.15730994152046782,1
2.142857142857143,0.12607433217189318,1
2.1176470588235294,0.196078431372549,1
2.1,0.14935897435897436,1
2.0,0.07549319727891159,1
2.16,0.18130434782608698,1
2.1621621621621623,0.16233376233376234,1
2.076923076923077,0.12111613876319757,1
2.1875,0.1630376344086021,1
2.25,0.16386693017127799,1
2.3529411764705883,0.14215686274509806,1
2.1538461538461537,0.16999999999999998,1
2.1666666666666665,0.18231225296442688,1
2.16,0.18405797101449278,1
2.193548387096774,0.18160919540229883,1
2.1818181818181817,0.17631964809384165,1
2.1538461538461537,0.17641025641025643,1
2.1333333333333333,0.17701149425287357,1
2.1714285714285713,0.18074866310160426,1
2.1818181818181817,0.16201047015000503,1
2.1714285714285713,0.18375350140056024,1
2.1666666666666665,0.17366946778711478,1
2.142857142857143,0.17480667480667478,1
2.108108108108108,0.17293007293007293,1
2.1481481481481484,0.1826780626780627,1
2.1666666666666665,0.17175536881419232,1
2.1621621621621623,0.16761046761046755,1
2.1481481481481484,0.17618233618233617,1
2.1666666666666665,0.18231225296442688,1
2.1666666666666665,0.18231225296442688,1
2.2142857142857144,0.18335368335368335,1
2.142857142857143,0.19474969474969478,1
2.1666666666666665,0.18231225296442688,1
2.210526315789474,0.15755073959408322,1
2.076923076923077,0.11877828054298643,1
2.242424242424242,0.15298142717497554,1
2.1176470588235294,0.18627450980392155,1
2.1875,0.12715053763440862,1
2.2,0.16149425287356323,1
2.206896551724138,0.15471629264732706,1
1.8571428571428572,0.2673992673992674,1
1.8571428571428572,0.2673992673992674,1
2.0,0.20404040404040405,1
2.2,0.16149425287356323,1
2.125,0.22083333333333335,1
1.935483870967742,0.3333333333333333,1
2.2222222222222223,0.1533903133903134,1
2.0,0.15910256410256413,1
2.0,0.2111111111111111,1
2.0526315789473686,0.10423581476213052,1
2.16,0.15391304347826085,1
2.1538461538461537,0.17012820512820515,1
2.1875,0.12365591397849462,1
2.4,0.14166666666666666,1
2.1538461538461537,0.1673076923076923,1
2.0,0.19242424242424241,1
2.1666666666666665,0.16064425770308122,1
2.2758620689655173,0.1459587666484218,1
2.057142857142857,0.23687293099057807,1
2.206896551724138,0.1611932129173509,1
2.142857142857143,0.1524390243902439,1
2.230769230769231,0.1485897435897436,1
2.2142857142857144,0.16768416768416775,1
2.142857142857143,0.1524390243902439,1
2.1666666666666665,0.16083099906629317,1
2.1587301587301586,0.11891751236013531,1
2.1,0.21637426900584797,1
2.111111111111111,0.21568627450980393,1
2.1176470588235294,0.19607843137254902,1
2.1739130434782608,0.1458686241294937,1
2.1739130434782608,0.1458686241294937,1
2.1739130434782608,0.1458686241294937,1
2.0952380952380953,0.1804511278195489,1
2.16,0.17014492753623187,1
2.2666666666666666,0.15032840722495894,1
2.1052631578947367,0.1565512881302355,1
2.0416666666666665,0.13960838729571387,1
1.75,0.2738095238095238,1
2.0,0.24444444444444446,1
2.0,0.20175438596491224,1
2.1739130434782608,0.1870882740447958,1
2.0,0.19191919191919193,1
2.1818181818181817,0.12328934506353861,1
2.1818181818181817,0.12011241446725313,1
2.1875,0.12459677419354837,1
2.1782178217821784,0.09552955295529554,1
2.135593220338983,0.12487823884667837,1
2.1904761904761907,0.174937343358396,1
2.1666666666666665,0.1793478260869565,1
2.1666666666666665,0.17535014005602242,1
2.1454545454545455,0.12868305698494378,1
2.12,0.12989795918367347,1
2.1578947368421053,0.09957415663051437,1
2.096774193548387,0.12879428873611845,1
2.1875,0.1702284946236559,1
2.1739130434782608,0.16875274483970132,1
2.176470588235294,0.1882798573975044,1
2.1739130434782608,0.1720308676830416,1
2.0689655172413794,0.13807147178290552,1
2.1538461538461537,0.1553846153846154,1
2.230769230769231,0.1485897435897436,1
